Source_id,Title,Time,Author,Content,categories,Other_picture
72388245314,群益期貨新增19檔美股CFD標的 涵蓋AI科技巨頭與熱門ETF,2024-09-23 05:26:00+00:00,廖賢龍,美股在今年AI題材及聯準會降息預期的推動下，成為台灣投資人關注的焦點。根據統計，2023年透過國內複委託投資美股與ETF的成交金額達欣台幣3.08兆元，而今年1至7月已達3.06兆元，年底有望突破5兆元大關。為回應投資人對美股市場的需求，台灣期交所於9月12日公告更新期貨商得受託從事期貨交易之國外期貨交易契約，新增19檔美股與ETF為可交易的個股選擇權，其中包括12檔美股與7檔ETF。群益期貨9月19日同步新增這些標的作為美股差價合約（CFD）的連結標的，投資人可透過「群益CTA」及「奈米交易王」兩大槓桿保證金交易平台進行交易。  新增的美股CFD標的中，具亮點的公司包括元宇宙與社群媒體巨頭Meta（META）、AI伺服器大廠美超微（SMCI）、全球最大網路租車與外送平台優步（Uber），以及美國最大加密貨幣交易所Coinbase（COIN）。此外，投資人還可以交易三倍做多Nasdaq指數的ProShares UltraPro QQQ（TQQQ）與三倍做空Nasdaq指數的ProShares UltraPro ShortQQQ（SQQQ），以及其他備受關注的ETF，如投資等級公司債iShares iBoxx $Investment Grade Corporate Bond（LQD）、高收益公司債iShares iBoxx $ High Yield Corporate Bond ETF（HYG），和美國房地產指數ETF iShares U.S. Real Estate ETF（IYR）。  美股CFD提供投資人透過槓桿參與美股漲跌，類似於台灣的股票期貨，其靈活性可讓投資人操作多空雙向，無論股市上漲或下跌都可獲利，是一般美股複委託所無法提供的功能。這不僅適合當沖或波段操作，亦可作為美股看空或持有現貨的避險工具，特別在近期市場波動加劇的環境下，為投資人增加更多選擇與勝算。  群益期貨作為金融市場的領導者，率先推出一倍槓桿美股CFD，專為希望參與美股但又避免高槓桿風險的投資者設計。該商品無需使用槓桿，投資人可長期持有且無需支付額外的財務費用，交易體驗與現股交易幾無差異，但享有更低的交易成本優勢。透過群益APP，投資人能即時掌握美股報價，並運用先進的智能交易功能，如預設停利與停損單，有效進行風險管理。此次新增的一倍美股CFD標的，讓投資人能更靈活地配置資產，應對市場變化。,產經,
72418245309,碳費開徵在即！台廠為高效減碳找解方 軟體、資服吃香,2024-09-23 05:26:00+00:00,吳康瑋,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/09/23/realtime/30590425.jpg&x=0&y=0&sw=0&sh=0&sl=W&fw=800&exp=3600&w=930倍力董事長許金隆。記者吳康瑋／攝影全世界都在為地球暖化找解方，就連聯合國都出面重申唯有「淨零碳排」，才可控制全球溫度上升，面對此情此景，台灣也不落人後，跟進提出2050淨零排放路徑，也讓「碳排管理」成為所有企業都需要落實的目標。而隨著碳權交易上路，追求淨零碳排的路上仍有太多的利害關係考量，並且各大企業在投入減碳時，所耗費的心力也是一大考驗，許多業者陷入要選用市場開發的碳排調查系統還是自己從頭開發等難題，如何即時的達成減碳任務，已成如今企業最大的課題。  事實上，隨著全球氣候暖化問題越發嚴重，也讓各界意識到「低碳轉型」是必要之舉，也引發成百上千家企業，主動著手投入大筆資源，啟動各項減碳措施，以解決極端氣候的問題，目前最常見的做法多從綠能與減碳兩大議題下手。不過在啟動減碳前，必須先知道自己的碳排放量、因此市場對「碳盤查」的需求也應運而生，而目前市場上有2大族群特比吃香，包括「軟體業者」、「資服業者」的多家大廠，紛紛看準有關商機，提前搶進完成布局，也因此帶動整體營運表現大幅提升。  不過，現在仍有許多衍生的議題仍尚未釐清，並且全球暖化問題仍在持續惡化，光靠企業推出的各項減碳措施，也無法完全解決環境爆發的各項問題，此外，無論任何企業經營與商業活動，事實上都離不開用電，因此在獲利模式不夠明確、大環境持續惡化之下，整個市場仍須待大廠持續投入開發，才有望出現更全面的解決方案來改善。  倍力（6874）董事長許金隆也透露，進入2024年碳權市場重心就從「碳盤查」改變至「減碳」，而透過有效率的數位系統協助進行減碳方法與目標差異管理是接下來的重點。減碳很重要的是要先確認目標，接著透過高效與彈性的碳盤查系統產生資料看出與目標的差距，才能擬定正確的策略，加以有效執行並達到減碳目標。  對此，各大廠為因應歐盟CBAM的查驗需求，碳管理的重要性逐步提升，而倍力逐步藉由「財務報告書解決方案」與「碳管家」兩大自主開發的軟體，為企業打造完整的「企業永續財務分析平台」，成功搶下市場商機。展望未來，許金隆則持續看好整個市場日漸擴大的趨勢，並推出「碳管家2.0」，押寶持續爆發的碳費商機。,產經,
72408245297,00888成分股調整 AI供應鏈京元電等入列,2024-09-23 05:26:00+00:00,廖賢龍,受益人數達6.3萬人的00888永豐台灣ESG ETF（00888）追蹤指數富時台灣ESG優質指數進行指數半年度調整，這次調整新增五檔，同時剔除22檔個股。  永豐台灣ESG ETF(00888)經理人蔡長琛表示，富時台灣ESG優質指數是依據富時指數公司編製原則，透過富時評鑑系統的ESG評分，以及殖利率作為加權等條件，最終篩選出「ESG評分高、殖利率佳」的優質企業。這次新增瑞昱（2379）、京元電子（2449）、萬海（2615）、中租-KY（5871）及環球晶（6488），並剔除台塑（1301）、東元（1504）、中鋼（2002）、中華（2204）及智邦（2345）等標的，指數成分股以台積電（2330）、聯電（2303）為主要持股。  蔡長琛指出，這次成分股納入封測廠大廠京元電，可望為00888增添動能，京元電業績除了受惠於AI供應鏈的連動而跟著水漲船高外，所承接的GPU晶片測試時程也將再往後延長，預估至2025年與AI有關的營收比重將提升，可望再提升毛利率。  蔡長琛提醒，聯準會開啟降息循環，出乎市場預期降息2碼，同時臨近11月美國總統大選，投資人仍要注意股市波動風險依然存在，建議可選擇ETF來分散單一個股風險，以00888為例，一次就能涵蓋數十檔個股，參與台股投資契機，且重視股息率，順應ESG趨勢風潮，相當適合投資人作為長期存股標的。 ,產經,
72398245296,高股息新兵本周募集登場 00961主打核心以 ROE 為選股邏輯,2024-09-23 05:26:00+00:00,廖賢龍,富蘭克林華美投信推出臺灣ESG永續高息ETF(00961)，主打核心以股東權益報酬率(ROE)做為選股邏輯，將於9月25至27日展開為期三天的募集。  富蘭克林華美投信表示，這次00961主打高股息投資再淬鍊，除了考量持股的股利率外，更添加ROE選股與權重調整策略，幫助投資人在投資高股息的時候有效迴避貼息的風險。  富蘭克林華美投信表示，高股息ETF不單單只是找到股利率最高的企業就好，而是要找出真正有能力發出股利且有能力填息的優質企業，因此00961追蹤的指數以ROE做為成分股篩選邏輯，篩選出會替股東賺錢的公司(即ROE為正數)，並在5月與11月的兩次持股調整中，5月依據最新公告股利率進行高股息排序調整持股；11月則是再透過比較各企業的季ROE成長率對股利率進行加權排序，找出哪間公司不只替股東賺錢，更是越賺越多的情況下，就加碼這間公司的持股，做到既能有高股息的收入，也能享有更高的填息機會與成長期待的空間。  除了高股息、重成長外，00961挑選的成分股更符合國際ESG公司評分篩選，因應全球快速發展下，碳權、國際環境議題重視程度持續上升，唯有提早布局才能享有後續發展的紅利。,產經,
72388245290,展望第4季股票 瀚亞投信看好美、歐、日、台、印度,2024-09-23 05:26:00+00:00,廖賢龍,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/09/23/realtime/30590397.jpg&x=0&y=0&sw=0&sh=0&sl=W&fw=800&exp=3600&w=930全球主要股票市場第4季展望。(資料來源：瀚亞投信)全球股市第3季震盪劇烈。展望第4季，瀚亞投信表示，雖然市場仍有諸多的不確定性，股票走勢仍會有波動，但經過一波修正後，評價更具投資價值，依舊看好美國、歐洲、日本、台灣及印度股票的表現。  瀚亞投信海外股票暨固定收益部主管林元平表示，美國聯準會啟動降息週期，搭配景氣走向軟著陸，科技股有望維持上漲動能；同時，美國總統大選在即，本屆大選更受到市場高度關注，但不論是誰當選，根據歷史經驗，美股在選後利空出盡的機率也較高。  林元平表示，美股在第3季回檔之後，評價變得相對合宜，投資人將重新聚焦企業獲利本質，青睞積極投資AI與數位化轉型的產業與公司；美股與半導體股均進入盈餘上升週期，四大雲端業者也加大投資力道，皆有助於美股大盤走升。  歐洲與美國經濟增速差收斂，評價相對低廉，歐元與英鎊相對美元開始升值；隨著歐洲景氣逐步復甦，信貸需求回溫，通膨回落步伐符合預期，但當美國科技股再起時，以消費品為大宗的歐股表現可能會稍微落後。  自去年起成為投資焦點的日股，8月出現恐慌性賣壓，使日股大跌，即使有反彈，但仍處於便宜位置；日本企業盈餘並未出現大幅度下修，獲利仍穩健，搭配實質薪資成長翻正，有助於支撐日本內需與經濟成長。  瀚亞投信表示，新興市場相對看好印度與台灣股市。印度季風雨量優於預期，為市場信心層面加分，央行始終不敢鬆口的食品通膨出現陡降態勢，降息再度成為檯面上的話題；印度期中預算兼顧平衡與發展，政府債務比持續降低，搭配調升的企業獲利展望，有利於大盤走勢。  瀚亞投信國內投資部主管姚宗宏表示，台灣與科技股的關聯性高，波動也會較為劇烈，但聯準會啟動降息循環，多數產業業績有機會回成長軌道，弱勢美元也將帶動強勢亞洲貨幣，資金有望回流亞洲市場。  姚宗宏說，8月受到市場去槓桿影響，股市波動較為劇烈，但觀察半導體供應鏈上下游，AI相關需求仍續強，惟車用、工控等庫存調整將延長至明年上半年，消費性電子需求也只回復正常季節性。  台股第4季走勢仍將受降息政策與美國總統大選等變數影響，持續看好相關半導體先進製程與邊緣裝置/設備等，加上美國降息週期將啟動，低基期景氣循環產業預期業績有望回升，整體股市仍偏多看待，可定期定額或拉回買進方式布局。,產經,
72388245289,租補預算創新高挨轟大撒幣 國土署拿出三點駁斥,2024-09-23 05:26:00+00:00,胡順惠,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/09/23/realtime/30590394.jpg&x=0&y=0&sw=0&sh=0&sl=W&fw=800&exp=3600&w=930國土署認為租屋補貼與直接興建社宅不衝突，居住正義是讓民眾有多元選擇。圖／聯合報系資料照片國民黨立委羅智強質疑，租金補貼預算直逼社宅工程款，顯現總統賴清德的住宅政策「發錢不手軟、做事就腿軟」；內政部國土署23日回應，租金補貼政策絕非大撒幣，直接興建社會住宅、包租代管、租金補貼三大政策是互相輔助且不衝突。  羅智強拿出「300億元中央擴大租金補貼專案計畫」指，2022年到2025年租金補貼預算達840億元，直逼社宅工程款827億元，總統住宅政策剩下大撒幣，可謂「發錢不手軟、做事就腿軟」，已經本末倒置。  國土署表示，2022年起開辦300 億元中央擴大租金補貼專案，截至今年8月底止，核定補貼戶數已從111年核准27.8萬戶到現今申請受理案件數逾80萬戶，核定件數成長至62.8萬餘戶，顯示「百萬租屋家庭政策」及配套措施確實發揮照顧及支持租屋族效益。  首先，國土署拿出2023年至2024年度租金補貼滿意度調查，民眾對於租金補貼政策的滿意度高達7成，其中多數屬於青年族群，經分析接受租金補貼者實際減輕居住負擔4至5成，「非六都」之縣（市）減輕負擔比例為51%，「六都」直轄市為46%。  國土署指出，第二，透過補貼專案，已掌握市場上大量有效租約資訊，透過統計分析，已在去識別化及隱私保護原則下， 8月先後公布全國大專院校周邊及各行政區的實際租金統計資料，有助穩定租屋市場租金價格，逐步打破租屋黑市，健全租屋市場發展。  國土署還說，第三，透過修正租賃條例及定型化契約規定，規定房東不得限制房客申請租金補貼，並自8月起，委託法扶基金會提供租屋民眾免費租屋糾紛法律電話諮詢，更加落實租屋民眾權益保障。  國土署強調，強調租金補貼政策因累積相當成果及務實考量租屋族的居住需求，因此2025年將擴大辦理，「租金補貼政策絕非大撒幣」，直接興建社會住宅、包租代管、租金補貼三大政策是互相輔助且不衝突，真正的居住正義是讓民眾對於自己的居住及生活方式能有多元選擇。,產經,
72418245269,赴日投資企業注意 會計師給出稅改三大重點,2024-09-23 05:26:00+00:00,胡順惠,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/09/23/realtime/30590321.jpg&x=0&y=0&sw=0&sh=0&sl=W&fw=800&exp=3600&w=930勤業眾信稅務部會計師婁朧允。勤業眾信提供日本政府為刺激國內經濟、提高生產力，3月28日通過《2024 年稅制改革綱要》，公司所得稅改革包括鼓勵薪資成長等立即性措施，以及促進長期成長之稅收獎勵。勤業眾信稅務部會計師婁朧允指出，此次稅改提出策略性投資、創新盒制度兩項新租稅優惠，並修訂既有的碳中和稅收抵減。  第一，策略性投資抵減中，日本政府祭出稅務優惠，針對在日本製造與銷售半導體、電動車、綠色鋼鐵、綠色化學品和永續航空燃料產品（統稱「強化產業競爭力基礎設施之產品」）之企業，提供投資抵減。  投資抵減金額，依照適用年度內「強化產業競爭力基礎設施之產品」的銷售量所計算之金額，或 業務調整計畫中所述與生產「強化產業競爭力基礎設施之產品」相關之資產的購置成本，由兩者取其低。  婁朧允表示，策略性投資抵減需於2027 年 3 月 31 日前提出申請，申請獲准後可適用10年，每年得抵減之上限為當年度應納稅額的40%（20%，如為生產半導體產品相關資產），超過上限的部分得於未來4年（3年，如為生產半導體產品相關之資產）抵減。  第二，創新盒制度部分，為了支持日本企業投資無形資產，以強化日本研發競爭力，適用於2024年4月1日或之後年度所取得或生產的專利權（簡稱「特定專利權」），稅收優惠期間則為2025年4月1日至2032年3月31日。  日本企業如自行研發人工智慧相關軟體的專利權，並將專利權轉讓給另一日本企業或將該專利權授權日本境內或境外之企業（統稱「專利權移轉交易」），核准適用期間得自當年度的所得中，可減除稅收。  婁朧允表示，創新盒制度相當於針對符合條件之所得，提供約 7%公司稅之稅務利益（即23.2% × 30%）。需留意的是，創新盒制度不適用於關係企業間之移轉或授權。此外，為了避免企業享受雙重優惠，適用創新盒稅收優惠的公司能主張之研發投抵也將受到限制。  第三，碳中和稅收抵減，日本在2024年的稅制改革除了將稅務優惠期限延長2年，也對內容進行修訂，修訂後的制度要求更高的碳生產率，由原先的最低7%提升至15%或更高（中小企業為10%或更高），企業業務適應計畫如於2026 年 3 月 31 日之前取得認證，並在認證後 3 年內將合格資產投入使用，則可適用碳中和稅收抵減或合格資產之加速折舊。  婁朧允提醒，這些租稅優惠大多要求日本企業採藍色申報書，且核准適用期間需滿足薪資成長及資本投資之最低門檻，建議在日本有營運活動或預計赴日投資之跨國企業，如符合各項資格，持續追蹤相關細節及動態，並諮詢專業且有經驗的稅務顧問。,產經,
72418245268,台中捷運藍線2025將動工！ 沙鹿三大商圈成建商推案戰場,2024-09-23 05:26:00+00:00,宋健生,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/09/23/realtime/30590283.jpg&x=0&y=0&sw=0&sh=0&sl=W&fw=800&exp=3600&w=930台中捷運藍線將在明年動工，並力拚10年後完工通車，沿線房市備受矚目。記者宋健生/攝影台中捷運藍線終於迎來大進展，台中市長盧秀燕白宣布將在明年動工，並力拚10年後完工通車，此消息一出，沿線房市也再次成為討論焦點。其中，海線第一大城沙鹿區，商圈、學區等機能完善，又有捷運藍線6個站體匯聚，房市交易火熱，區內三大商圈如家樂福商圈、北勢商圈、沙鹿火車站商圈，更成為品牌建商推案戰場。  捷運藍線為台中第二條捷運，規劃西起台中港，東至新建國市場，沿途行經梧棲區、沙鹿區、龍井區、西屯區、西區、中區和東區等多個行政區，全長約24.8公里，預計興建高架車站8座、地下車站12座，共設有20座車站以及1座機廠。  而為降低台灣大道施工期造成的衝擊，台中市交通局長葉昭甫指出，明年預計先徵收龍井區機廠用地準備開工整地，未來會分區塊、高架段及地下化部分等分別發包及開工，待機廠部分完成後，再拼兩年內主線動工。  對於捷運藍線即將步入實質開發階段，全向科技房產中心總監陳傑鳴指出，捷運藍線不僅是連結台中港與市中心的重要交通樞紐，更是沿線房市的一劑強心針，以捷運綠線為例，通車短短3年便帶動北屯、烏日房價大幅上漲，新案甚至已站上6字頭大關。  預期藍線可為沙鹿、梧棲、龍井這些較偏遠的區域帶來顯著效益，而海線地區中又以人口最多、商業活動最為密集的沙鹿區，推案最為熱絡，目前不少新案都已站上4字頭，房市增長潛力可期。  在地業者表示，沙鹿區內的家樂福商圈、北勢商圈以及沙鹿火車站商圈，都是建商主要佈局熱點。其中，家樂福商圈除了擁有海線唯一一間家樂福外，周邊涵蓋竹林國小、鹿寮國中等明星學區，商業、採買設施相當豐富，同時還有捷運藍線B5站交通機能，最受在地置產族群青睞。  深耕海線多年的品牌建商茂洋建設就鎖定家樂福商圈、捷運藍線B5站首排，推出區域指標個案「茂洋天玥META」，該案近千坪基地坐落於台灣大道、七賢路口，並規劃2至3房、23至35坪產品，全棟3米6挑高且戶戶雙面採光，根據實價登錄顯示，該案今年成交均價為46.15萬元，最高單價達48.9萬元。  富宇建設推出的「富宇云集」，基地位置同樣鄰近捷運藍線B5站，並推出地上12層、地下3層建築，規劃2至3房、22至33坪產品，目前成交均價44.44萬元，最高單價為51.8萬元。  而位於北勢商圈的「龍寶和臻邸」，基地坐落於捷運藍線B8正英站附近，產品規劃37至49坪，共計52戶，該案實登均價為45.01萬元，最高單價為52.1萬元。後續預計還有精銳建設「南斗路新案」將在第4季進場，基地對面即北勢國小，坪數規劃38至44坪，尚未推出便引發市場高度關注。  此外，沙鹿火車站商圈因為生活與交通機能便利，西側又有自辦重劃區開發，近年也吸引眾多建商卡位推案，包括「鴻豫境」、「勝麗交響曲」、「勝興興站」、「和築T1」、「大華鹿鳴」等案，根據實價登錄顯示，成交價格約3至4字頭中段。 ,產經,"['https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/09/23/realtime/30590284.jpg&x=0&y=0&sw=0&sh=0&sl=W&fw=800&exp=3600&w=800', 'https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2024/09/23/realtime/30590286.jpg&x=0&y=0&sw=0&sh=0&sl=W&fw=800&exp=3600&w=800']"
72408245257,邀集四大領域產學專家 全社會防衛韌性委員會26日登場,2024-09-23 05:26:00+00:00,邱琮皓,賴清德總統成立三大委員會，壓軸的全社會防衛韌性委員會將於9月26日登場，委員名單也曝光。除了機關代表，產學界代表將分為四大領域，包括民力訓練暨運用、能源及關鍵基礎設施維運、社福醫療及避難設施整備、以及資通、運輸及金融網絡安全。  與921防災日相互呼應，全社會防衛韌性委員會安排在9月26日召開，以一系列為大規模救災狀況量身打造的演練為委員會暖身，同時透過不同規模、層次與狀況的演練，凸顯全社會防衛韌性委員會要整合產官學界與民間百工百業力量，以強化整體社會韌性的初衷。  據了解，委員名單除了國防部長顧立雄、經濟部長郭智輝、交通部長陳世凱、農業部長陳駿季、衛福部長邱泰源、海委會主委管碧玲等政府機關代表，產學界委員將分為四大領域。  民力訓練暨運用，包括玉山寶光聖堂董事長王寶宗、中華民國全民國防教育協會理事長廖英熙、台灣基督長老教會總會總幹事陳信良、壯闊台灣聯盟創辦人暨理事長吳怡農、台灣數位外交協會理事長郭家佑、台灣民主實驗室、黑熊學院顧問曾柏瑜、世新大學傳播管理學系副教授劉玉晳。  能源及關鍵基礎設施維運，包括政大公行系特聘教授兼創新國際學院院長杜文苓、台大資工系副教授蕭旭君。社福醫療及避難設施整備，包括佛教慈濟慈善事業基金會執行長顏博文、台灣災難醫療隊發展協會榮譽理事長蕭雅文、黑熊民防教育協會理事長劉文。  資通、運輸及金融網絡安全則是趨勢科技台灣暨香港區總經理洪偉淦、Google台灣總經理林雅芳、台灣網路資訊中心董事長黃勝雄、國家太空中心主任吳宗信、台灣駭客協會理事戴辰宇。 ,產經,
72388245206,印太AI治理報告出爐 專家：台灣應爭取國際話語權,2024-09-23 05:26:00+00:00,"
                中央社",美商亞洲集團發布印太地區人工智慧（AI）治理研究報告指出，台灣的AI治理框架屬於「支持創新、規則接受者」。專家分析，台灣若只扮演AI代工角色很可惜，應該思考如何把AI治理經驗輸出國際，爭取AI話語權。 世界各國目前皆在尋求建立AI治理原則，美國僅有AI行政命令和州政府法案，歐盟今年8月生效首部AI法，台灣今年7月15日預告AI基本法草案，若經立法院通過，將成為全球第2部國家級AI法。 策略諮詢公司亞洲集團（The Asia Group）發布的印太地區AI治理研究報告指出，在AI治理態度上，亞洲各國主要分為兩派，其中一個陣營比較看重經濟利益、支持創新，包括新加坡、日本等；另一個陣營更重視國家安全，例如中國、越南等。 報告指出，印太地區AI監管方向分散，不太可能完全比照歐盟的立法模式，因此歐盟在AI治理上的態度，對亞洲各國影響有限。 報告進一步指出，中國正透過聯合國等途徑積極輸出自己的AI治理模式，引起各國關注，美國與中國在AI領域的競爭已不限於科技面，未來在制定AI國際規則上會有越來越多交手。 報告顯示，台灣的AI治理框架屬於「支持創新（pro-innovation）」、「規則接受者（rule-taker）」，台灣是全世界先進半導體製造與生產的最大貢獻者，可自行有效發展及整合AI技術；但在國際上面臨主權議題、遭許多國際機構排除，恐限制台灣參與制定AI國際規則的機會。 美商亞洲集團董事總經理、數位政策共同主席陳澍接受中央社記者採訪表示，台灣在亞太地區比較早提出需要關注AI治理，當時AI還不像現在這麼熱門，等到各國都在討論AI治理的時候，台灣也積極跟上腳步。 陳澍認為，台灣在AI硬體領域有著絕對領先，軟體方面相對落後一些。政府在立法過程中，需要考慮讓台灣AI軟體發展能跟上硬體腳步，不一定只靠監管，也可以提出具有扶持性的政策。 陳澍強調，現在是制定AI遊戲規則的階段，台灣AI基本法做好後，下一步應該思考如何把台灣AI治理經驗輸出國際，可以考慮透過美國及美國盟友如日本，爭取在國際上的AI話語權，「不要搞到這麼大的AI時代，結果還是只能扮演代工角色，那就很可惜了」。 台灣的AI基本法草案一共18條條文，預告期間60天、至9月13日止，施行日期由行政院訂定。條文明定政府應依風險分級，透過標記、揭露、問責等機制，提升應用可信任度，建立應用條件、救濟、 補償等規範，包含外國AI產品落地規範；同時，為保障勞工權益，政府應就AI利用所導致的失業，依其工作能力予以輔導就業。,產經,
