,名詞,數量
0,新光金控,1
1,加州教師退休系統,1
2,瑞典AP2,1
3,台新金控,1
4,遠傳電信,1
5,亞太電信,1
6,Computex,1
7,台北富邦銀行,2
8,華南投顧,1
9,鴻海科技集團,1
10,ETtoday新聞雲,1
11,奈米投,1
,名詞,數量
0,新光金,1
1,Glass Lewis,1
2,CalSTRS,1
3,瑞典AP2,1
4,ISS,1
5,台新金,1
6,ChatGPT,1
7,Gemini 1.5 Pro,1
8,GPT-4.5 Turbo,1
9,ChatGPT-4o mini,1
10,Llama3,1
11,Computex,1
12,台北富邦銀行,2
13,遠傳,1
14,亞太電信,1
15,鴻海,1
16,Nvidia,1
17,英伟达,1
18,輝達,1
19,台北富邦银行,1
20,奈米投,2
21,奈米投資,2
22,Nick Maggiulli,1
23,尼克．馬朱利,1
24,S&P指數,1
25,S&P指数,1
26,Apple,1
27,蘋果,1
28,苹果,1
29,Microsoft,1
30,微軟,1
31,微软,1
32,GE,1
33,奇異,1
34,奇异,1
35,IBM,1
36,RBCU,1
37,美國信用合作社,1
,名詞,數量
0,新光金,1
1,Glass Lewis,1
2,CalSTRS,1
3,瑞典AP2,1
4,ISS,1
5,台新金,1
6,ChatGPT,1
7,Gemini 1.5 Pro,1
8,GPT-4.5 Turbo,1
9,ChatGPT-4o mini,1
10,Llama3,1
11,Computex,1
12,台北富邦銀行,2
13,遠傳,1
14,亞太電信,1
15,鴻海,1
16,ETtoday新聞雲,1
17,Nvidia,1
18,英伟达,1
19,輝達,1
20,台北富邦银行,1
21,奈米投,1
22,纳米投,1
,名詞,數量
0,新光金,1
1,Glass Lewis,1
2,CalSTRS,1
3,瑞典AP2,1
4,ISS,1
5,台新金,1
6,ChatGPT,1
7,Gemini 1.5 Pro,1
8,GPT-4.5 Turbo,1
9,ChatGPT-4o mini,1
10,Llama3,1
11,Computex,1
12,台北富邦銀行,2
13,遠傳,1
14,亞太電信,1
15,鴻海,1
16,ETtoday新聞雲,1
17,Nvidia,1
18,英伟达,1
19,輝達,1
20,台北富邦银行,1
21,奈米投,2
22,奈米投資,2
23,Nick Maggiulli,1
24,尼克．馬朱利,1
25,S&P指數,1
26,S&P指数,1
27,Apple,1
28,蘋果,1
29,苹果,1
30,Microsoft,1
31,微軟,1
32,微软,1
33,GE,1
34,奇異,1
35,奇异,1
36,IBM,1
,名詞,數量
0,新光金,1
1,GL,1
2,Glass Lewis,1
3,CalSTRS,1
4,瑞典AP2,1
5,ISS,1
6,Institutional Shareholder Services,1
7,台新金,1
8,ChatGPT,1
9,Gemini 1.5 Pro,1
10,GPT-4.5 Turbo,1
11,ChatGPT-4o mini,1
12,Llama3,1
13,Computex,1
14,奈米投,1
15,台北富邦銀行,2
16,遠傳,1
17,亞太電信,1
18,鴻海,1
19,ETtoday新聞雲,1
20,Nvidia,1
21,英伟达,1
22,輝達,1
23,台北富邦银行,1
,名詞,數量
0,新光金,1
1,Glass Lewis,1
2,CalSTRS,1
3,瑞典AP2,1
4,ISS,1
5,台新金,1
6,ChatGPT,1
7,Gemini 1.5 Pro,1
8,GPT-4.5 Turbo,1
9,ChatGPT-4o mini,1
10,Llama3,1
11,Computex,1
12,台北富邦銀行,2
13,遠傳,1
14,亞太電信,1
15,鴻海,1
16,ETtoday,1
17,Nvidia,1
18,英伟达,1
19,輝達,1
20,台北富邦银行,1
21,奈米投,2
22,奈米投資,2
23,Nick Maggiulli,1
24,尼克．馬朱利,1
25,S&P指數,1
26,S&P指数,1
27,Apple,1
28,蘋果,1
29,苹果,1
30,Microsoft,1
31,微軟,1
32,微软,1
33,GE,1
34,奇異,1
35,奇异,1
36,IBM,1
,名詞,數量
0,新光金,1
1,台新金,1
2,遠傳,1
3,亞太電信,1
4,鴻海,1
5,台北富邦銀行,3
6,英伟达,1
7,輝達,1
,名詞,數量
0,新光金,1
1,台新金,1
2,遠傳,1
3,亞太電信,1
4,鴻海,1
5,台北富邦銀行,3
6,英伟达,1
7,輝達,1
,名詞,數量
0,新光金,1
1,台新金,1
2,遠傳,1
3,亞太電信,1
4,鴻海,1
5,台北富邦銀行,2
6,奈米投,1
,名詞,數量
0,新光金,1
1,台新金,1
2,遠傳,1
3,亞太電信,1
4,鴻海,1
5,台北富邦銀行,4
,名詞,數量
0,新光金,1
1,GL,1
2,Glass Lewis,1
3,CalSTRS,1
4,瑞典AP2,1
5,ISS,1
6,Institutional Shareholder Services,1
7,新新併,1
8,林伯翰,1
9,台新金,1
10,魏寶生,1
11,ChatGPT,1
12,Gemini 1.5 Pro,1
13,GPT-4.5 Turbo,1
14,ChatGPT-4o mini,1
15,Llama3,1
16,GPU,1
17,Computex,1
18,奈米投,2
19,台北富邦銀行,2
20,遠傳,1
21,亞太電信,1
22,遠亞併,1
23,最高法院,1
24,立法院,1
25,證券交易稅條例,1
26,行政院,1
27,藍委,1
28,券商公會,1
29,財政部,1
30,政大,1
31,陳國樑,1
32,華南投顧,1
33,儲祥生,1
34,鴻海,1
35,ESG,1
36,EV,1
37,山陀兒,1
38,中央氣象署,1
39,ETtoday新聞雲,1
40,金管會,1
41,台股,1
42,美國,1
43,AI科技股,1
44,金控,1
45,券商,1
46,壽險業,1
47,台股指數,1
48,S&P指數,1
49,經濟日報,1
50,拿鐵因子,1
51,月光族,1
52,FIRE族,1
53,尼克．馬朱利,1
54,持續買進：資料科學家的投資終極解答，存錢及致富的實證方法,1
55,4％法則,1
56,ETF,1
57,蘋果,1
58,微軟,1
59,奇異,1
60,IBM,1
61,LINE,1
62,嬰兒潮世代,1
63,X世代,1
64,Y世代,1
65,Z世代,1
66,α世代,1
67,千禧世代,1
68,RBCU,1
69,Marcus Arcabascio,1
70,北富銀,1
,名詞,數量
0,新光金,1
1,GL,1
2,Glass Lewis,1
3,CalSTRS,1
4,瑞典AP2,1
5,ISS,1
6,Institutional Shareholder Services,1
7,新新併,1
8,林伯翰,1
9,台新金,1
10,魏寶生,1
11,ChatGPT,1
12,Gemini 1.5 Pro,1
13,GPT-4.5 Turbo,1
14,ChatGPT-4o mini,1
15,Llama3,1
16,GPU,1
17,Computex,1
18,奈米投,2
19,台北富邦銀行,2
20,遠傳,1
21,亞太電信,1
22,遠亞併,1
23,最高法院,1
24,立法院,1
25,證券交易稅條例,1
26,行政院,1
27,藍委,1
28,券商公會,1
29,財政部,1
30,政大,1
31,陳國樑,1
32,華南投顧,1
33,儲祥生,1
34,鴻海,1
35,ESG,1
36,EV,1
37,山陀兒,1
38,中央氣象署,1
39,ETtoday新聞雲,1
40,金管會,1
41,台股,1
42,美國,1
43,AI科技股,1
44,金控,1
45,券商,1
46,壽險業,1
47,S&P指數,1
48,經濟日報,1
49,拿鐵因子,1
50,月光族,1
51,FIRE族,1
52,尼克．馬朱利,1
53,持續買進：資料科學家的投資終極解答，存錢及致富的實證方法,1
54,4％法則,1
55,ETF,1
56,蘋果,1
57,微軟,1
58,奇異,1
59,IBM,1
60,LINE,1
61,嬰兒潮世代,1
62,X世代,1
63,Y世代,1
64,Z世代,1
65,α世代,1
66,千禧世代,1
67,RBCU,1
68,Marcus Arcabascio,1
69,北富銀,1
